Unit Name,Market Rent,Default Deposit,Sqft,Bedrooms,Bathrooms,Tags,Revenue,Description
902-206,"1,810.00",500.00,665,1,1.00,Bunny,Yes,"The Dude Abodes is upscale, Madison apartment living at its finest. Conveniently located on the corner of Park and Drake, The Dude features beautiful hardwood flooring, granite countertops, stainless steel appliances, and large windows with downtown views. Relax and unwind after a hectic day taking in the beautiful skyline of Lake Monona and the Capitol on our rooftop patio. Stop by and see what modern, downtown living looks like at The Dude!"
902-208,"1,810.00",500.00,665,1,1.00,Bunny,Yes,"The Dude Abodes is upscale, Madison apartment living at its finest. Conveniently located on the corner of Park and Drake, The Dude features beautiful hardwood flooring, granite countertops, stainless steel appliances, and large windows with downtown views. Relax and unwind after a hectic day taking in the beautiful skyline of Lake Monona and the Capitol on our rooftop patio. Stop by and see what modern, downtown living looks like at The Dude!"
902-209,"1,840.00",500.00,682,1,1.00,Sandro,Yes,"The Dude Abodes is upscale, Madison apartment living at its finest. Conveniently located on the corner of Park and Drake, The Dude features beautiful hardwood flooring, granite countertops, stainless steel appliances, and large windows with downtown views. Relax and unwind after a hectic day taking in the beautiful skyline of Lake Monona and the Capitol on our rooftop patio. Stop by and see what modern, downtown living looks like at The Dude!"
902-211,"2,535.00",500.00,936,2,2.00,Jeffrey,Yes,
902-212,"2,415.00",500.00,959,2,2.00,Brandt,Yes,"The Dude Abodes is upscale, Madison apartment living at its finest. Conveniently located on the corner of Park and Drake, The Dude features beautiful hardwood flooring, granite countertops, stainless steel appliances, and large windows with downtown views. Relax and unwind after a hectic day taking in the beautiful skyline of Lake Monona and the Capitol on our rooftop patio. Stop by and see what modern, downtown living looks like at The Dude!"
902-301,"2,670.00",500.00,"1,124",2,2.00,Walter,Yes,
902-302,"2,660.00",500.00,"1,198",2,2.00,Donny,Yes,
902-303,"1,870.00",500.00,682,1,1.00,Sandro,Yes,"The Dude Abodes is upscale, Madison apartment living at its finest. Conveniently located on the corner of Park and Drake, The Dude features beautiful hardwood flooring, granite countertops, stainless steel appliances, and large windows with downtown views. Relax and unwind after a hectic day taking in the beautiful skyline of Lake Monona and the Capitol on our rooftop patio. Stop by and see what modern, downtown living looks like at The Dude!"
902-304,"1,570.00",500.00,515,0,1.00,Maude,Yes,
902-305,"1,870.00",500.00,682,1,1.00,Sandro,Yes,
902-306,"1,840.00",500.00,665,1,1.00,Bunny,Yes,
902-308,"1,840.00",500.00,665,1,1.00,Bunny,Yes,
902-309,"1,870.00",500.00,682,1,1.00,Sandro,Yes,
902-311,"2,595.00",500.00,936,2,2.00,Jeffrey,Yes,
902-312,"2,475.00",500.00,959,2,2.00,Brandt,Yes,"The Dude Abodes is upscale, Madison apartment living at its finest. Conveniently located on the corner of Park and Drake, The Dude features beautiful hardwood flooring, granite countertops, stainless steel appliances, and large windows with downtown views. Relax and unwind after a hectic day taking in the beautiful skyline of Lake Monona and the Capitol on our rooftop patio. Stop by and see what modern, downtown living looks like at The Dude!"
902-401,"2,740.00",500.00,"1,124",2,2.00,Walter,Yes,"The Dude Abodes is upscale, Madison apartment living at its finest. Conveniently located on the corner of Park and Drake, The Dude features beautiful hardwood flooring, granite countertops, stainless steel appliances, and large windows with downtown views. Relax and unwind after a hectic day taking in the beautiful skyline of Lake Monona and the Capitol on our rooftop patio. Stop by and see what modern, downtown living looks like at The Dude!"
902-402,"2,715.00",500.00,"1,198",2,2.00,Donny,Yes,
902-403,"1,910.00",500.00,682,1,1.00,Sandro,Yes,"The Dude Abodes is upscale, Madison apartment living at its finest. Conveniently located on the corner of Park and Drake, The Dude features beautiful hardwood flooring, granite countertops, stainless steel appliances, and large windows with downtown views. Relax and unwind after a hectic day taking in the beautiful skyline of Lake Monona and the Capitol on our rooftop patio. Stop by and see what modern, downtown living looks like at The Dude!"
902-404,"1,590.00",500.00,515,0,1.00,Maude,Yes,"The Dude Abodes is upscale, Madison apartment living at its finest. Conveniently located on the corner of Park and Drake, The Dude features beautiful hardwood flooring, granite countertops, stainless steel appliances, and large windows with downtown views. Relax and unwind after a hectic day taking in the beautiful skyline of Lake Monona and the Capitol on our rooftop patio. Stop by and see what modern, downtown living looks like at The Dude!"
902-405,"1,910.00",500.00,682,1,1.00,Sandro,Yes,
902-406,"1,870.00",500.00,665,1,1.00,Bunny,Yes,
902-408,"1,870.00",500.00,665,1,1.00,Bunny,Yes,"The Dude Abodes is upscale, Madison apartment living at its finest. Conveniently located on the corner of Park and Drake, The Dude features beautiful hardwood flooring, granite countertops, stainless steel appliances, and large windows with downtown views. Relax and unwind after a hectic day taking in the beautiful skyline of Lake Monona and the Capitol on our rooftop patio. Stop by and see what modern, downtown living looks like at The Dude!"
902-409,"1,910.00",500.00,682,1,1.00,Sandro,Yes,
902-411,"2,655.00",500.00,936,2,2.00,Jeffrey,Yes,"The Dude Abodes is upscale, Madison apartment living at its finest. Conveniently located on the corner of Park and Drake, The Dude features beautiful hardwood flooring, granite countertops, stainless steel appliances, and large windows with downtown views. Relax and unwind after a hectic day taking in the beautiful skyline of Lake Monona and the Capitol on our rooftop patio. Stop by and see what modern, downtown living looks like at The Dude!"
902-412,"2,535.00",500.00,959,2,2.00,Brandt,Yes,
902-501,"3,450.00",500.00,"1,328",3,2.00,El Duderino,Yes,"The Dude Abodes is upscale, Madison apartment living at its finest. Conveniently located on the corner of Park and Drake, The Dude features beautiful hardwood flooring, granite countertops, stainless steel appliances, and large windows with downtown views. Relax and unwind after a hectic day taking in the beautiful skyline of Lake Monona and the Capitol on our rooftop patio. Stop by and see what modern, downtown living looks like at The Dude!"
902-502,"3,480.00",500.00,"1,357",3,2.00,Big Lebowski,Yes,
902-503,"1,850.00",500.00,553,1,1.00,Strike,Yes,
902-504,"1,925.00",500.00,628,1,1.00,Tenpin,Yes,"The Dude Abodes is upscale, Madison apartment living at its finest. Conveniently located on the corner of Park and Drake, The Dude features beautiful hardwood flooring, granite countertops, stainless steel appliances, and large windows with downtown views. Relax and unwind after a hectic day taking in the beautiful skyline of Lake Monona and the Capitol on our rooftop patio. Stop by and see what modern, downtown living looks like at The Dude!"
902-505,"2,320.00",500.00,910,2,1.50,Kingpin,Yes,"The Dude Abodes is upscale, Madison apartment living at its finest. Conveniently located on the corner of Park and Drake, The Dude features beautiful hardwood flooring, granite countertops, stainless steel appliances, and large windows with downtown views. Relax and unwind after a hectic day taking in the beautiful skyline of Lake Monona and the Capitol on our rooftop patio. Stop by and see what modern, downtown living looks like at The Dude!"
902-506,"2,145.00",500.00,760,2,1.00,Kegler,Yes,
902-508,"1,610.00",500.00,482,1,1.00,White Russian,Yes,"The Dude Abodes is upscale, Madison apartment living at its finest. Conveniently located on the corner of Park and Drake, The Dude features beautiful hardwood flooring, granite countertops, stainless steel appliances, and large windows with downtown views. Relax and unwind after a hectic day taking in the beautiful skyline of Lake Monona and the Capitol on our rooftop patio. Stop by and see what modern, downtown living looks like at The Dude!"
902-509,"1,850.00",500.00,553,1,1.00,Strike,Yes,"The Dude Abodes is upscale, Madison apartment living at its finest. Conveniently located on the corner of Park and Drake, The Dude features beautiful hardwood flooring, granite countertops, stainless steel appliances, and large windows with downtown views. Relax and unwind after a hectic day taking in the beautiful skyline of Lake Monona and the Capitol on our rooftop patio. Stop by and see what modern, downtown living looks like at The Dude!"
902-511,"2,495.00",500.00,973,2,1.50,Duder,Yes,
902-512,"3,150.00",500.00,"1,156",3,2.00,His Dudeness,Yes,
,"103,419.92","20,500.00","37,774",59,57.00,,,
"-> The Lake House - 640 N. Henry Street Madison, WI 53703","","","","","","","",""
SAM,"60,000.00","60,000.00",,,,,Yes,
SAM Treasury,,,,,,,Yes,ariroitman25@gmail.com
640-A,0.00,,,,,,No,Chapter Room - Alpha Delta Phi
640-B,"5,810.00","5,810.00","1,435",5,2.00,,Yes,
640-101,"3,720.00","3,720.00",950,3,1.00,,Yes,
640-102,"1,320.00","1,320.00",290,0,1.00,,Yes,"If you enjoy the lake views when sitting at the Memorial Union Terrace, you will love living at The Lake House. With beautiful views of Lake Mendota, this lakefront property has 12 apartments ranging from studios to 5 bedroom units. The impressive rooftop deck is the perfect place to sit out with your roommates and the convenient location means access to all that Madison has to offer. All apartments feature granite countertops and energy star appliances."
640-103,"4,750.00","4,750.00","1,170",4,2.00,,Yes,
640-201,"6,490.00","6,490.00","1,475",5,2.00,,Yes,
640-202,"1,720.00","1,720.00","1,475",1,1.00,,Yes,
640-203,"3,520.00","3,520.00",915,3,1.00,,Yes,"If you enjoy the lake views when sitting at the Memorial Union Terrace, you will love living at The Lake House. With beautiful views of Lake Mendota, this lakefront property has 12 apartments ranging from studios to 5 bedroom units. The impressive rooftop deck is the perfect place to sit out on with your roommates and the convenient location means access to all that Madison has to offer. All apartments feature granite countertops and energy star appliances."
640-301,"6,750.00","6,750.00","1,475",5,2.00,,Yes,
640-303,"3,520.00","3,520.00",915,3,1.00,,Yes,
640-401,"7,090.00","7,090.00","1,425",5,2.00,,Yes,
640-402,"1,320.00","1,320.00",290,0,1.00,,Yes,"If you enjoy the lake views when sitting at the Memorial Union Terrace, you will love living at The Lake House. With beautiful views of Lake Mendota, this lakefront property has 12 apartments ranging from studios to 5 bedroom units. The impressive rooftop deck is the perfect place to sit out on with your roommates and the convenient location means access to all that Madison has to offer. All apartments feature granite countertops and energy star appliances."
640-403,"6,200.00","6,200.00","1,480",5,2.00,,Yes,
,"112,210.00","112,210.00","13,295",39,18.00,,,
"-> The Tuxedo - 5604 Schroeder Rd Madison, WI 53711","","","","","","","",""
5604-101,"2,500.00",500.00,"1,225",2,2.00,Burgundy,Yes,
5604-102,"2,370.00",500.00,"1,150",2,2.00,Bond,Yes,
5604-103,"1,815.00",500.00,815,1,1.00,Wayne,Yes,
5604-104,"1,490.00",500.00,612,0,1.00,Gatsby,Yes,
5604-105,"1,815.00",500.00,816,1,1.00,Wayne,Yes,
5604-106,"1,680.00",500.00,815,1,1.00,Wayne,Yes,
5604-107,"1,605.00",500.00,612,0,1.00,Gatsby,Yes,
5604-108,"1,490.00",500.00,647,0,1.00,Gatsby,Yes,
5604-109,"1,605.00",500.00,612,0,1.00,Gatsby,Yes,
5604-111,"1,815.00",500.00,811,1,1.00,Wayne,Yes,
5604-113,"1,815.00",500.00,806,1,1.00,Wayne ADA,Yes,
5604-117,"1,680.00",500.00,815,1,1.00,Wayne,Yes,
5604-118,"1,490.00",500.00,613,0,1.00,Godfather,Yes,
5604-119,"1,680.00",500.00,815,1,1.00,Wayne,Yes,
5604-120,"1,680.00",500.00,815,1,1.00,Wayne,Yes,
5604-121,"1,680.00",500.00,815,1,1.00,Wayne,Yes,
5604-122,"1,490.00",500.00,612,0,1.00,Gatsby,Yes,
5604-123,"1,680.00",500.00,815,1,1.00,Wayne,Yes,
5604-124,"2,370.00",500.00,"1,136",2,2.00,Bond,Yes,
5604-125,"2,500.00",500.00,"1,225",2,2.00,Burgundy,Yes,
5604-201,"2,520.00",500.00,"1,225",2,2.00,Burgundy,Yes,
5604-202,"2,390.00",500.00,"1,150",2,2.00,Bond,Yes,
5604-203,"1,880.00",500.00,930,1,1.00,Wonka,Yes,
5604-204,"1,490.00",500.00,612,0,1.00,Gatsby,Yes,
5604-205,"1,785.00",500.00,816,1,1.00,Wayne,Yes,
5604-206,"1,705.00",500.00,815,1,1.00,Wayne,Yes,
5604-207,"1,575.00",500.00,612,0,1.00,Gatsby,Yes,
5604-208,"1,705.00",500.00,815,1,1.00,Wayne,Yes,
5604-209,"1,575.00",500.00,612,0,1.00,Gatsby,Yes,
5604-210,"1,490.00",500.00,610,0,1.00,Gatsby ADA,Yes,
5604-211,"1,785.00",500.00,816,1,1.00,Wayne,Yes,
5604-213,"1,785.00",500.00,816,1,1.00,Wayne,Yes,
5604-215,"2,605.00",500.00,"1,248",2,2.00,Bateman,Yes,
5604-217,"1,705.00",500.00,815,1,1.00,Wayne,Yes,
5604-218,"1,510.00",500.00,613,0,1.00,Godfather,Yes,
5604-219,"1,705.00",500.00,815,1,1.00,Wayne,Yes,
5604-220,"1,705.00",500.00,816,1,1.00,Wayne,Yes,
5604-221,"1,705.00",500.00,816,1,1.00,Wayne,Yes,
5604-222,"1,490.00",500.00,612,0,1.00,Gatsby,Yes,
5604-223,"1,850.00",500.00,930,1,1.00,Wonka,Yes,
5604-224,"2,390.00",500.00,"1,137",2,2.00,Bond,Yes,
5604-225,"2,415.00",500.00,"1,225",2,2.00,Burgundy,Yes,
5604-301,"2,545.00",500.00,"1,225",2,2.00,Burgundy,Yes,
5604-302,"2,410.00",500.00,"1,150",2,2.00,Bond,Yes,
5604-303,"1,890.00",500.00,930,1,1.00,Wonka,Yes,
5604-304,"1,510.00",500.00,612,0,1.00,Gatsby,Yes,
5604-305,"1,805.00",500.00,816,1,1.00,Wayne,Yes,
